date,asn,is_up_and_open,ixp,as_name,type,method,count_of_as,total_nets,total_discarded_nets,total_nets_without_discards
2022-05-01 00:00:00,262494,S,br-gru,Virtex,sym,asy24,1,18,0,18
2022-05-01 00:00:00,262496,S,br-gru,Clonix,sym,asy24,1,10,0,10
2022-05-01 00:00:00,262496,S,br-poa,Clonix,sym,asy24,1,10,0,10
2022-05-01 00:00:00,262501,S,br-gru,inetweb-v4,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262502,S,br-gru,FLYLink_Telecom,sym,asy24,1,14,0,14
2022-05-01 00:00:00,262503,S,br-gru,WIKI_TELECOM_s2,sym,asy24,1,10,0,10
2022-05-01 00:00:00,262504,S,br-gru,Nova_Telecom,sym,asy24,1,24,0,24
2022-05-01 00:00:00,262505,S,br-gru,N4_Telecom-v4,sym,asy24,1,20,0,20
2022-05-01 00:00:00,262506,S,br-gru,ASERNET_TELECOM,sym,asy24,1,6,0,6
2022-05-01 00:00:00,262507,S,br-gru,Ositelecom,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262509,S,br-gru,CONEXAO,sym,asy24,1,19,0,19
2022-05-01 00:00:00,262512,S,br-gru,Cijun-v4,sym,asy24,1,2,0,2
2022-05-01 00:00:00,262516,S,br-gru,DirectWeb_s1,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262517,S,br-gru,NIQTURBO,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262518,S,br-gru,Tray,sym,asy24,1,15,0,15
2022-05-01 00:00:00,262530,S,br-gru,Qualitynet,sym,asy24,1,14,0,14
2022-05-01 00:00:00,262532,S,br-gru,Netonda-v4,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262537,S,br-gru,TTVI,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262539,S,br-poa,DUNET,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262539,S,br-gru,DUNET_LTDA_ME,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262545,S,br-gru,Mandic-v4,sym,asy24,1,29,0,29
2022-05-01 00:00:00,262546,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262548,S,br-gru,Getcard-v4,sym,asy24,1,2,0,2
2022-05-01 00:00:00,262558,S,br-gru,PROMPT_BRASIL_SOLUCOES_EM_TI_LTDA,asy_out,asy24,1,6,2,4
2022-05-01 00:00:00,262566,S,br-gru,Link7,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262572,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262583,S,br-poa,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262585,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262587,S,br-gru,CST,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262587,S,br-poa,CST,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262588,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262589,,nl-ams,INTERNEXA S A,asy_out,asy24,1,141,2,139
2022-05-01 00:00:00,262589,S,br-gru,internexa-v4,sym,asy24,1,142,37,105
2022-05-01 00:00:00,262591,S,br-gru,Fbnet,sym,asy24,1,20,0,20
2022-05-01 00:00:00,262591,S,br-poa,Fbnet,sym,asy24,1,20,0,20
2022-05-01 00:00:00,262594,S,br-gru,4Inet,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262595,S,br-gru,OnNet_Telecom,sym,asy24,1,38,0,38
2022-05-01 00:00:00,262596,S,br-gru,Junto_Telecom,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262606,S,br-gru,Microtell,sym,asy24,1,9,0,9
2022-05-01 00:00:00,262607,S,br-gru,Vexpert,sym,asy24,1,8,0,8
2022-05-01 00:00:00,262609,S,br-gru,CL9_Tecnologias,sym,asy24,1,6,0,6
2022-05-01 00:00:00,262610,S,br-gru,INTERall-v4,sym,asy24,1,13,0,13
2022-05-01 00:00:00,262612,S,br-gru,IPW-v4,sym,asy24,1,19,0,19
2022-05-01 00:00:00,262614,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262620,S,br-gru,Pox_Network,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262625,S,br-gru,Aitanet,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262625,S,br-poa,Aitanet,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262632,S,br-gru,grajaunet-v4,sym,asy24,1,8,0,8
2022-05-01 00:00:00,262643,S,br-gru,BrConecta,sym,asy24,1,16,0,16
2022-05-01 00:00:00,262645,S,br-gru,BrasilNET_Telecom,sym,asy24,1,6,0,6
2022-05-01 00:00:00,262659,S,br-gru,Ultrawave-v4,sym,asy24,1,10,0,10
2022-05-01 00:00:00,262662,S,br-gru,CONEXAOINTERNET-v4,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262664,S,br-gru,Gigaline,sym,asy24,1,8,0,8
2022-05-01 00:00:00,262667,S,br-gru,Tendencia-v4,Somente Descartes,asy24,1,1,1,0
2022-05-01 00:00:00,262669,S,br-gru,KONNET_TELECOM,sym,asy24,1,16,0,16
2022-05-01 00:00:00,262674,S,br-gru,Conquest,asy_out,asy24,1,8,0,8
2022-05-01 00:00:00,262675,S,br-gru,Solucao_Network,sym,asy24,1,8,0,8
2022-05-01 00:00:00,262684,S,br-gru,netnew-v4,sym,asy24,1,15,0,15
2022-05-01 00:00:00,262688,S,br-gru,Qnet_Telecom,asy_out,asy24,1,23,0,23
2022-05-01 00:00:00,262690,S,br-gru,NetWave,sym,asy24,1,10,0,10
2022-05-01 00:00:00,262691,S,br-gru,Conecta-v4,sym,asy24,1,27,0,27
2022-05-01 00:00:00,262696,S,br-gru,turbonetbr-v4,asy_out,asy24,1,7,0,7
2022-05-01 00:00:00,262699,S,br-gru,interfox-v4,sym,asy24,1,10,0,10
2022-05-01 00:00:00,262704,S,br-gru,fd_informatica-v4,sym,asy24,1,27,0,27
2022-05-01 00:00:00,262706,S,br-gru,Ultranet-v4,sym,asy24,1,21,16,5
2022-05-01 00:00:00,262710,S,br-gru,Alternet_Internet,asy_out,asy24,1,8,0,8
2022-05-01 00:00:00,262713,S,br-gru,LIDERI,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262715,S,br-poa,caiweb,sym,asy24,1,22,0,22
2022-05-01 00:00:00,262715,S,br-gru,caiweb-v4,sym,asy24,1,22,0,22
2022-05-01 00:00:00,262720,S,br-gru,Gigabyte_Telecom,Somente Descartes,asy24,1,23,23,0
2022-05-01 00:00:00,262721,S,br-gru,AmplitudeNet,sym,asy24,1,14,0,14
2022-05-01 00:00:00,262725,S,br-gru,Conect_S1,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262729,S,br-gru,Telemidia,sym,asy24,1,40,0,40
2022-05-01 00:00:00,262730,S,br-gru,byteweb-v4,sym,asy24,1,56,0,56
2022-05-01 00:00:00,262731,S,br-gru,CIT7_s3,sym,asy24,1,31,0,31
2022-05-01 00:00:00,262732,S,br-gru,Proserver,sym,asy24,1,109,0,109
2022-05-01 00:00:00,262732,S,br-poa,Sygo Internet,sym,asy24,1,109,0,109
2022-05-01 00:00:00,262734,S,br-gru,TuxNet-v4,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262740,S,br-gru,Veloo_Net,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262741,S,br-poa,Conectsul,sym,asy24,1,13,0,13
2022-05-01 00:00:00,262742,S,br-gru,ufabc-v4,sym,asy24,1,6,0,6
2022-05-01 00:00:00,262743,S,br-gru,Virgos,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262744,S,br-gru,icenet-v4,sym,asy24,1,13,0,13
2022-05-01 00:00:00,262745,S,br-gru,OptionTelecom,sym,asy24,1,6,0,6
2022-05-01 00:00:00,262753,S,br-gru,Voce_Telecom,sym,asy24,1,38,0,38
2022-05-01 00:00:00,262755,S,br-gru,AONET,sym,asy24,1,13,0,13
2022-05-01 00:00:00,262757,S,br-gru,Insidesign-v4,sym,asy24,1,19,0,19
2022-05-01 00:00:00,262760,S,br-gru,Smart-v4,sym,asy24,1,21,0,21
2022-05-01 00:00:00,262761,S,br-gru,SINAL_BR,sym,asy24,1,30,0,30
2022-05-01 00:00:00,262765,S,br-gru,netfacil-v4,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262770,S,br-gru,Heliodora_Online,sym,asy24,1,6,0,6
2022-05-01 00:00:00,262773,S,br-gru,Proxxima,sym,asy24,1,39,0,39
2022-05-01 00:00:00,262775,S,br-gru,TECHS,sym,asy24,1,19,0,19
2022-05-01 00:00:00,262777,S,br-gru,Neolink_s2-v4,sym,asy24,1,27,0,27
2022-05-01 00:00:00,262780,S,br-gru,Nowtech-v4,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262785,S,br-gru,Click_Tecnologia,sym,asy24,1,27,0,27
2022-05-01 00:00:00,262787,S,br-gru,iphotel-v4,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262790,S,br-gru,CentralServer-v4,sym,asy24,1,16,0,16
2022-05-01 00:00:00,262791,S,br-gru,Netway_Telecom,sym,asy24,1,1,0,1
2022-05-01 00:00:00,262794,S,br-gru,HTEC,sym,asy24,1,13,0,13
2022-05-01 00:00:00,262794,S,br-poa,HTEC,sym,asy24,1,13,0,13
2022-05-01 00:00:00,262806,S,br-gru,F1NET,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262807,S,br-gru,REDFOX,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262808,S,br-gru,Brasilnet,sym,asy24,1,27,0,27
2022-05-01 00:00:00,262809,S,br-gru,Talklink,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262811,S,br-gru,MENDEX-v4,sym,asy24,1,1,0,1
2022-05-01 00:00:00,262812,S,br-gru,Connectsul,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262815,S,br-gru,REDE_LAGO,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262819,S,br-gru,LINK_MAIS,sym,asy24,1,13,0,13
2022-05-01 00:00:00,262820,S,br-gru,Olatelecom,sym,asy24,1,1,0,1
2022-05-01 00:00:00,262821,S,br-gru,PHS_Internet,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262822,S,br-gru,WE_RADIO_S1,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262828,S,br-gru,NovoNet,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262830,S,br-poa,Plugnet,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262832,S,br-gru,LinkCariri,sym,asy24,1,20,0,20
2022-05-01 00:00:00,262834,S,br-poa,Conesul,sym,asy24,1,1,0,1
2022-05-01 00:00:00,262837,S,br-poa,Raptor,sym,asy24,1,1,0,1
2022-05-01 00:00:00,262838,S,br-gru,Starnet,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262847,S,br-poa,DBUG,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262847,S,br-gru,DbugTelecom,sym,asy24,1,11,0,11
2022-05-01 00:00:00,262848,S,br-poa,Naja Telecomunicacoes,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262848,S,br-gru,Naja_s4,asy_in,asy24,1,17,0,17
2022-05-01 00:00:00,262856,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262856,S,br-poa,Miltelecom,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262861,S,br-gru,VIAFIBRA,sym,asy24,1,10,0,10
2022-05-01 00:00:00,262865,S,br-gru,deltainternet-v4,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262868,S,br-gru,ITNET_TELECOM,sym,asy24,1,19,0,19
2022-05-01 00:00:00,262880,S,br-gru,Radar,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262881,S,br-gru,Ariki_Empresas,sym,asy24,1,2,0,2
2022-05-01 00:00:00,262883,S,br-gru,Alfa_Network,sym,asy24,1,12,0,12
2022-05-01 00:00:00,262883,S,br-poa,AlfaNetwork,sym,asy24,1,12,0,12
2022-05-01 00:00:00,262886,S,br-gru,LansofNet,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262889,S,br-gru,Softhouse,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262893,S,br-gru,P4_SERVICOS,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262895,S,br-gru,Norte_Line_Telecomunicacoes,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262900,S,br-gru,INFONET_TELECOM,sym,asy24,1,9,0,9
2022-05-01 00:00:00,262901,S,br-gru,Vcnet,sym,asy24,1,14,0,14
2022-05-01 00:00:00,262902,S,br-gru,VSW-v4,asy_out,asy24,1,1,0,1
2022-05-01 00:00:00,262903,S,br-poa,Tubaron,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262903,S,br-gru,Tubaron_Telecom,sym,asy24,1,17,0,17
2022-05-01 00:00:00,262906,S,br-gru,URSOFT,sym,asy24,1,2,0,2
2022-05-01 00:00:00,262907,S,br-gru,AS262907,sym,asy24,1,109,0,109
2022-05-01 00:00:00,262907,S,br-poa,Brasil TecPar,sym,asy24,1,109,0,109
2022-05-01 00:00:00,262908,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262909,S,br-gru,JKNET,asy_out,asy24,1,8,0,8
2022-05-01 00:00:00,262938,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,262940,S,br-gru,GIGABYTE,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262949,S,br-gru,icone-v4,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262957,S,br-gru,8_Bit_Internet,Híbrido,asy24,1,2,0,2
2022-05-01 00:00:00,262966,S,br-poa,KDMNet,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262966,S,br-gru,KDMNet_Telecom,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262967,S,br-gru,Optidata,Híbrido,asy24,1,2,0,2
2022-05-01 00:00:00,262968,S,br-gru,BRASCLOUD-v4,sym,asy24,1,2,0,2
2022-05-01 00:00:00,262970,S,br-gru,TUDO_INTERNET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262973,S,br-gru,Maxmidia,sym,asy24,1,7,0,7
2022-05-01 00:00:00,262977,S,br-gru,ADSNET_TELECOM,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262978,S,br-gru,ARMAZEMDC,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262978,S,br-poa,ARMAZEMDC,sym,asy24,1,4,0,4
2022-05-01 00:00:00,262979,S,br-gru,OESTELINE_TELECOM,sym,asy24,1,5,0,5
2022-05-01 00:00:00,262981,S,br-gru,PinPoint-v4,sym,asy24,1,3,0,3
2022-05-01 00:00:00,262983,S,br-gru,Net_Barretos,sym,asy24,1,74,0,74
2022-05-01 00:00:00,262988,S,br-gru,Pombonet_Telecom,sym,asy24,1,23,0,23
2022-05-01 00:00:00,262990,S,br-gru,VCenter_Hosting,asy_out,asy24,1,4,1,3
2022-05-01 00:00:00,262996,S,br-gru,Megaminas_Telecom,sym,asy24,1,6,0,6
2022-05-01 00:00:00,262999,S,br-gru,Ivi_s2-v4,sym,asy24,1,11,0,11
2022-05-01 00:00:00,263002,S,br-gru,ORSSATTO,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263003,S,br-gru,VIPNET_TELECOM,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263003,S,br-poa,VIPNET_TELECOM,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263009,S,nl-ams,FORTE TELECOM,asy_out,asy24,1,8,0,8
2022-05-01 00:00:00,263009,S,br-gru,FORTE_TELECOM,sym,asy24,1,8,0,8
2022-05-01 00:00:00,263016,S,br-gru,NDXNET-v4,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263026,S,br-gru,IBLNET,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263032,S,br-gru,Empire_Telecom,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263035,S,br-gru,Portal_Queops,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263042,S,br-gru,Delta_Telecom,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263046,S,br-gru,NOVANET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263047,S,br-gru,LINKFULL,sym,asy24,1,10,0,10
2022-05-01 00:00:00,263053,S,br-gru,Paulinianet_s3,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263055,S,br-gru,Pinhais_Net,sym,asy24,1,12,0,12
2022-05-01 00:00:00,263056,S,br-gru,INDNET_TELECOM,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263065,S,br-gru,DNSLINK,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263067,S,br-gru,vnt,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263073,S,br-gru,DANIEL_TELECOMUNICACOES,sym,asy24,1,18,0,18
2022-05-01 00:00:00,263077,S,br-poa,RazaoInfo,sym,asy24,1,27,0,27
2022-05-01 00:00:00,263077,S,br-gru,RazaoInfo-v4,sym,asy24,1,27,0,27
2022-05-01 00:00:00,263080,S,br-gru,GTI_Telecom,asy_out,asy24,1,13,0,13
2022-05-01 00:00:00,263083,S,br-gru,PTI,sym,asy24,1,36,0,36
2022-05-01 00:00:00,263086,S,br-gru,PBNET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263089,S,br-gru,Luxtel-v4,asy_out,asy24,1,5,0,5
2022-05-01 00:00:00,263096,S,br-gru,Inorpel_Telecom,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263109,S,br-poa,Primus,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263110,S,br-gru,Pignet,sym,asy24,1,9,0,9
2022-05-01 00:00:00,263120,S,br-gru,STARNET-v4,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263124,S,br-gru,ZAPTELECOM-v4,sym,asy24,1,7,0,7
2022-05-01 00:00:00,263126,S,br-poa,XMAX TELECOM,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263139,S,br-gru,Dataware_Telecom,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263144,S,br-gru,ALIVENET,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263152,S,br-gru,MigoTelecom-v4,sym,asy24,1,13,0,13
2022-05-01 00:00:00,263153,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,263154,S,br-gru,AVANCAR,sym,asy24,1,9,0,9
2022-05-01 00:00:00,263156,S,br-poa,Infosuporte,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263159,S,br-gru,Brasturbo_Telecom,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263162,S,br-gru,Sustenta-v4,sym,asy24,1,5,1,4
2022-05-01 00:00:00,263237,S,br-gru,PowerHost,sym,asy24,1,9,0,9
2022-05-01 00:00:00,263251,S,br-gru,Connect_Wireless-v4,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263263,S,br-poa,STAR,sym,asy24,1,10,0,10
2022-05-01 00:00:00,263265,S,br-gru,3WS-v4,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263266,S,br-gru,Flash_Telecom,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263267,S,br-gru,Viunet,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263270,S,br-gru,CONECTA,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263276,S,br-gru,BBCTECH,asy_out,asy24,1,10,0,10
2022-05-01 00:00:00,263277,S,br-gru,Rnet,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263284,S,br-gru,MEGANET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263292,S,br-gru,JR_TELECOM,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263297,S,br-gru,Renovare,sym,asy24,1,15,0,15
2022-05-01 00:00:00,263310,S,br-gru,Artennet,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263311,S,br-gru,Viacast-v4,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263320,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,263327,S,br-gru,ONLINE_TELECOM,sym,asy24,1,13,0,13
2022-05-01 00:00:00,263328,S,br-gru,PANDA_NETWORK,sym,asy24,1,8,0,8
2022-05-01 00:00:00,263329,S,br-gru,Fibercom-v4,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263332,S,br-gru,Netfi,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263336,S,br-gru,EXTREME_WI,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263338,S,br-gru,VEXNET_TELECON,sym,asy24,1,10,0,10
2022-05-01 00:00:00,263341,S,br-gru,Ultra_Fiber,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263347,S,br-gru,CEDNET,sym,asy24,1,24,0,24
2022-05-01 00:00:00,263353,S,br-gru,wimaxprovedor-v4,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263355,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,263357,S,br-gru,Hot_Wave,sym,asy24,1,26,0,26
2022-05-01 00:00:00,263362,S,br-gru,SPEEDNETMA,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263374,S,br-gru,Mixtel,asy_out,asy24,1,6,0,6
2022-05-01 00:00:00,263377,S,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,263384,S,br-gru,WordNet,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263387,S,br-gru,Planetnet,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263391,S,br-poa,Virtu@lnet_Telecom,sym,asy24,1,8,0,8
2022-05-01 00:00:00,263391,S,br-gru,Virtu@lnet_Telecom-v4,sym,asy24,1,8,0,8
2022-05-01 00:00:00,263395,S,br-gru,TINAS_TELECOM,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263405,S,br-gru,Giganet-v4,sym,asy24,1,19,0,19
2022-05-01 00:00:00,263411,S,br-gru,VOOP_TELECOM,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263415,S,br-gru,SpeedNet,sym,asy24,1,9,0,9
2022-05-01 00:00:00,263421,S,br-gru,nrtelecom-v4,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263431,S,br-gru,SULNET_RC,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263432,S,br-gru,Corporativa,sym,asy24,1,12,0,12
2022-05-01 00:00:00,263433,S,br-gru,ClickTelecomunicacoes,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263442,S,br-poa,NOVANET,sym,asy24,1,10,0,10
2022-05-01 00:00:00,263443,S,br-gru,WorldNet,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263444,S,br-gru,Open_X,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263445,S,br-gru,100_limite,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263461,S,br-gru,online-v4,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263462,S,br-gru,Speed_Telecom,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263469,S,br-gru,J_P_Telecom,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263470,S,br-gru,Internet_Way,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263471,S,br-gru,AS263471,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263475,S,br-gru,Guara_Digital,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263478,S,br-gru,DUFIBRANET,sym,asy24,1,7,0,7
2022-05-01 00:00:00,263482,S,br-gru,MegaLink,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263483,S,br-gru,DIRECT_LAN,asy_out,asy24,1,3,0,3
2022-05-01 00:00:00,263484,S,br-gru,RedeBrasil_Telecom,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263486,S,br-poa,Conecta Brasil,sym,asy24,1,7,1,6
2022-05-01 00:00:00,263486,S,br-gru,Conecta_Brasil,sym,asy24,1,7,0,7
2022-05-01 00:00:00,263495,S,br-gru,InfoServic,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263497,S,br-gru,Dhonline,sym,asy24,1,4,0,4
2022-05-01 00:00:00,2635,S,nl-ams,Aut O’Mattic Ltd.,sym,asy24,1,74,66,8
2022-05-01 00:00:00,2635,S,us-sea,Automattic,Híbrido,asy24,1,74,72,2
2022-05-01 00:00:00,2635,S,uk-lnd,Automattic,sym,asy24,1,74,69,5
2022-05-01 00:00:00,2635,S,br-gru,WordPress.com-v4,Híbrido,asy24,1,74,72,2
2022-05-01 00:00:00,263507,S,br-gru,Vainet,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263507,S,br-poa,Vainet,sym,asy24,1,1,0,1
2022-05-01 00:00:00,263508,S,br-gru,Simnet,sym,asy24,1,12,0,12
2022-05-01 00:00:00,263511,S,br-gru,saveincloud,sym,asy24,1,11,0,11
2022-05-01 00:00:00,263516,S,br-gru,Plis,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263517,S,br-gru,Acesso_Telecom,sym,asy24,1,11,0,11
2022-05-01 00:00:00,263518,S,br-gru,NOSSA_NET_TELECOM,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263520,S,br-poa,Voa Telecom,sym,asy24,1,12,0,12
2022-05-01 00:00:00,263525,S,br-gru,Dispor,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263527,S,br-gru,Serra_Geral_Internet,sym,asy24,1,7,0,7
2022-05-01 00:00:00,263528,S,br-gru,VIACOM,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263532,S,br-gru,VIARNET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,263535,S,br-gru,RGT,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263536,S,br-gru,Microset,sym,asy24,1,9,0,9
2022-05-01 00:00:00,263537,S,br-gru,Via_Provedor,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263541,S,br-gru,CIX_IMF,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263541,S,nl-ams,IMF NETWORK &amp  DATA LTDA,sym,asy24,1,4,3,1
2022-05-01 00:00:00,263542,S,br-gru,SitnetProvider-v4,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263544,S,br-gru,varzeanet-v4,sym,asy24,1,9,0,9
2022-05-01 00:00:00,263553,S,br-gru,GIGANET_INTERNET,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263558,S,br-gru,jetelecom,sym,asy24,1,8,0,8
2022-05-01 00:00:00,263569,S,br-gru,DIRECT_INTERNET,sym,asy24,1,5,0,5
2022-05-01 00:00:00,263582,S,br-poa,Pontosat Internet,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263582,S,br-gru,Pontosat_Internet,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263583,S,br-gru,Atranet,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263586,S,br-gru,Zazz_Internet,sym,asy24,1,15,0,15
2022-05-01 00:00:00,263591,S,br-gru,DTCTelecom-v4,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263596,S,br-gru,GrvTelecom,sym,asy24,1,11,0,11
2022-05-01 00:00:00,263601,S,br-gru,MEGAFOX_TELECOM,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263604,S,br-poa,Bendersom,sym,asy24,1,7,0,7
2022-05-01 00:00:00,263608,S,br-gru,WSNET,sym,asy24,1,4,0,4
2022-05-01 00:00:00,263614,S,br-gru,RVA,sym,asy24,1,2,0,2
2022-05-01 00:00:00,263616,S,br-gru,DEZ_Telecom,sym,asy24,1,6,0,6
2022-05-01 00:00:00,263617,S,br-gru,VALEONLINE,sym,asy24,1,1,0,1
