date,asn,ixp,as_name,type,method,count_of_as,total_nets,total_discarded_nets,total_nets_without_discards
2022-05-01 00:00:00,264200,br-gru,CONEX_TELECOM,sym,any23,1,3,0,3
2022-05-01 00:00:00,264200,br-gru,CONEX_TELECOM,sym,any24,1,3,0,3
2022-05-01 00:00:00,264200,br-gru,CONEX_TELECOM,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264200,br-gru,CONEX_TELECOM,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264206,br-gru,Mixconect,sym,any23,1,4,0,4
2022-05-01 00:00:00,264206,br-poa,Mixconect,sym,any23,1,4,0,4
2022-05-01 00:00:00,264206,br-gru,Mixconect,sym,any24,1,4,0,4
2022-05-01 00:00:00,264206,br-poa,Mixconect,sym,any24,1,4,0,4
2022-05-01 00:00:00,264206,br-gru,Mixconect,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264206,br-poa,Mixconect,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264206,br-gru,Mixconect,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264206,br-poa,Mixconect,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264207,br-gru,Ponto_Net_Telecom,sym,any23,1,3,0,3
2022-05-01 00:00:00,264207,br-gru,Ponto_Net_Telecom,sym,any24,1,3,0,3
2022-05-01 00:00:00,264207,br-gru,Ponto_Net_Telecom,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264207,br-gru,Ponto_Net_Telecom,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264209,br-gru,Linkfort,sym,any23,1,3,0,3
2022-05-01 00:00:00,264209,br-gru,Linkfort,sym,any24,1,3,0,3
2022-05-01 00:00:00,264209,br-gru,Linkfort,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264209,br-gru,Linkfort,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264212,br-gru,IMPACTO_TELECOM,sym,any23,1,4,0,4
2022-05-01 00:00:00,264212,br-gru,IMPACTO_TELECOM,sym,any24,1,4,0,4
2022-05-01 00:00:00,264212,br-gru,IMPACTO_TELECOM,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264212,br-gru,IMPACTO_TELECOM,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264215,br-gru,Wlenet_Telecom,sym,any23,1,4,0,4
2022-05-01 00:00:00,264215,br-gru,Wlenet_Telecom,sym,any24,1,4,0,4
2022-05-01 00:00:00,264215,br-gru,Wlenet_Telecom,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264215,br-gru,Wlenet_Telecom,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264216,br-poa,Fenixinternet,sym,any23,1,2,0,2
2022-05-01 00:00:00,264216,br-poa,Fenixinternet,sym,any24,1,2,0,2
2022-05-01 00:00:00,264216,br-poa,Fenixinternet,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264216,br-poa,Fenixinternet,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264217,br-gru,GLOBALTEL,sym,any23,1,1,0,1
2022-05-01 00:00:00,264217,br-gru,GLOBALTEL,sym,any24,1,1,0,1
2022-05-01 00:00:00,264217,br-gru,GLOBALTEL,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264217,br-gru,GLOBALTEL,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264223,br-gru,MULTIPLIC,sym,any23,1,2,0,2
2022-05-01 00:00:00,264223,br-gru,MULTIPLIC,sym,any24,1,2,0,2
2022-05-01 00:00:00,264223,br-gru,MULTIPLIC,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264223,br-gru,MULTIPLIC,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264226,br-gru,Advanced_Informatica,sym,any23,1,3,0,3
2022-05-01 00:00:00,264226,br-gru,Advanced_Informatica,sym,any24,1,3,0,3
2022-05-01 00:00:00,264226,br-gru,Advanced_Informatica,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264226,br-gru,Advanced_Informatica,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264227,br-gru,Inove_Telecomunicacoes,sym,any23,1,1,0,1
2022-05-01 00:00:00,264227,br-gru,Inove_Telecomunicacoes,sym,any24,1,1,0,1
2022-05-01 00:00:00,264227,br-gru,Inove_Telecomunicacoes,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264227,br-gru,Inove_Telecomunicacoes,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264228,br-gru,BLINK_TELECOM_s1,sym,any23,1,8,0,8
2022-05-01 00:00:00,264228,br-gru,BLINK_TELECOM_s1,sym,any24,1,8,0,8
2022-05-01 00:00:00,264228,br-gru,BLINK_TELECOM_s1,sym,asy23,1,8,0,8
2022-05-01 00:00:00,264228,br-gru,BLINK_TELECOM_s1,sym,asy24,1,8,0,8
2022-05-01 00:00:00,264238,br-gru,Link_Net,asy_out,any23,1,10,0,10
2022-05-01 00:00:00,264238,br-gru,Link_Net,asy_out,any24,1,10,0,10
2022-05-01 00:00:00,264238,br-gru,Link_Net,asy_out,asy23,1,10,0,10
2022-05-01 00:00:00,264238,br-gru,Link_Net,asy_out,asy24,1,10,0,10
2022-05-01 00:00:00,264242,br-gru,Infomix,sym,any23,1,2,0,2
2022-05-01 00:00:00,264242,br-gru,Infomix,sym,any24,1,2,0,2
2022-05-01 00:00:00,264242,br-gru,Infomix,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264242,br-gru,Infomix,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264247,br-poa,MailaNetworks,sym,any23,1,3,0,3
2022-05-01 00:00:00,264247,br-poa,MailaNetworks,sym,any24,1,3,0,3
2022-05-01 00:00:00,264247,br-poa,MailaNetworks,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264247,br-poa,MailaNetworks,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264248,br-gru,BANDEIRANET,sym,any23,1,1,0,1
2022-05-01 00:00:00,264248,br-gru,BANDEIRANET,sym,any24,1,1,0,1
2022-05-01 00:00:00,264248,br-gru,BANDEIRANET,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264248,br-gru,BANDEIRANET,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264255,br-gru,InterfibrasTelecomunicAoesLtda-v4,asy_out,any23,1,6,0,6
2022-05-01 00:00:00,264255,br-gru,InterfibrasTelecomunicAoesLtda-v4,asy_out,any24,1,6,0,6
2022-05-01 00:00:00,264255,br-gru,InterfibrasTelecomunicAoesLtda-v4,asy_out,asy23,1,6,0,6
2022-05-01 00:00:00,264255,br-gru,InterfibrasTelecomunicAoesLtda-v4,asy_out,asy24,1,6,0,6
2022-05-01 00:00:00,264265,br-gru,ViaWebRS,sym,any23,1,2,0,2
2022-05-01 00:00:00,264265,br-gru,ViaWebRS,sym,any24,1,2,0,2
2022-05-01 00:00:00,264265,br-gru,ViaWebRS,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264265,br-gru,ViaWebRS,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264270,br-gru,NETCOL,sym,any23,1,4,0,4
2022-05-01 00:00:00,264270,br-gru,NETCOL,sym,any24,1,4,0,4
2022-05-01 00:00:00,264270,br-gru,NETCOL,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264270,br-gru,NETCOL,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264273,br-gru,BitControl,sym,any23,1,1,0,1
2022-05-01 00:00:00,264273,br-gru,BitControl,sym,any24,1,1,0,1
2022-05-01 00:00:00,264273,br-gru,BitControl,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264273,br-gru,BitControl,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264274,br-poa,DRS TELECOM,sym,any23,1,4,0,4
2022-05-01 00:00:00,264274,br-poa,DRS TELECOM,sym,any24,1,4,0,4
2022-05-01 00:00:00,264274,br-poa,DRS TELECOM,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264274,br-poa,DRS TELECOM,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264280,br-gru,"",Sem Redes na Amostra,any24,1,,,
2022-05-01 00:00:00,264280,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,264280,br-gru,Eagle_Redes,asy_out,any23,1,1,0,1
2022-05-01 00:00:00,264280,br-gru,Eagle_Redes,asy_out,asy23,1,1,0,1
2022-05-01 00:00:00,264285,br-gru,iFoz_Telecom,sym,any23,1,3,0,3
2022-05-01 00:00:00,264285,br-gru,iFoz_Telecom,sym,any24,1,3,0,3
2022-05-01 00:00:00,264285,br-gru,iFoz_Telecom,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264285,br-gru,iFoz_Telecom,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264288,br-gru,"",Sem Redes na Amostra,any23,1,,,
2022-05-01 00:00:00,264288,br-gru,"",Sem Redes na Amostra,any24,1,,,
2022-05-01 00:00:00,264288,br-gru,"",Sem Redes na Amostra,asy23,1,,,
2022-05-01 00:00:00,264288,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,264293,br-gru,JACKSON_DAVID_VIEIRA,sym,any23,1,2,0,2
2022-05-01 00:00:00,264293,br-gru,JACKSON_DAVID_VIEIRA,sym,any24,1,2,0,2
2022-05-01 00:00:00,264293,br-gru,JACKSON_DAVID_VIEIRA,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264293,br-gru,JACKSON_DAVID_VIEIRA,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264295,br-gru,UNOLINK_TELECOM,asy_out,any23,1,9,0,9
2022-05-01 00:00:00,264295,br-gru,UNOLINK_TELECOM,asy_out,any24,1,9,0,9
2022-05-01 00:00:00,264295,br-gru,UNOLINK_TELECOM,asy_out,asy23,1,9,0,9
2022-05-01 00:00:00,264295,br-gru,UNOLINK_TELECOM,asy_out,asy24,1,9,0,9
2022-05-01 00:00:00,264297,br-gru,Conectja,sym,any23,1,3,0,3
2022-05-01 00:00:00,264297,br-gru,Conectja,sym,any24,1,3,0,3
2022-05-01 00:00:00,264297,br-gru,Conectja,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264297,br-gru,Conectja,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264311,br-gru,Plug_Supernet,sym,any23,1,3,0,3
2022-05-01 00:00:00,264311,br-gru,Plug_Supernet,sym,any24,1,3,0,3
2022-05-01 00:00:00,264311,br-gru,Plug_Supernet,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264311,br-gru,Plug_Supernet,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264323,br-gru,Oxman,sym,any23,1,1,0,1
2022-05-01 00:00:00,264323,br-gru,Oxman,sym,any24,1,1,0,1
2022-05-01 00:00:00,264323,br-gru,Oxman,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264323,br-gru,Oxman,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264324,br-gru,Gmaes,sym,any23,1,2,0,2
2022-05-01 00:00:00,264324,br-gru,Gmaes,sym,any24,1,2,0,2
2022-05-01 00:00:00,264324,br-gru,Gmaes,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264324,br-gru,Gmaes,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264327,br-gru,TIPIRA_Telecom,sym,any23,1,1,0,1
2022-05-01 00:00:00,264327,br-gru,TIPIRA_Telecom,sym,any24,1,1,0,1
2022-05-01 00:00:00,264327,br-gru,TIPIRA_Telecom,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264327,br-gru,TIPIRA_Telecom,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264332,br-gru,Conexao_i9_S1-v4,sym,any23,1,3,0,3
2022-05-01 00:00:00,264332,br-gru,Conexao_i9_S1-v4,sym,any24,1,3,0,3
2022-05-01 00:00:00,264332,br-gru,Conexao_i9_S1-v4,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264332,br-gru,Conexao_i9_S1-v4,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264339,br-gru,Stone,Somente Descartes,any23,1,1,1,0
2022-05-01 00:00:00,264339,br-gru,Stone,Somente Descartes,any24,1,1,1,0
2022-05-01 00:00:00,264339,br-gru,Stone,Somente Descartes,asy23,1,1,1,0
2022-05-01 00:00:00,264339,br-gru,Stone,Somente Descartes,asy24,1,1,1,0
2022-05-01 00:00:00,264342,br-gru,UPNETTELECOM-v4,sym,any23,1,3,0,3
2022-05-01 00:00:00,264342,br-gru,UPNETTELECOM-v4,sym,any24,1,3,0,3
2022-05-01 00:00:00,264342,br-gru,UPNETTELECOM-v4,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264342,br-gru,UPNETTELECOM-v4,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264346,br-gru,SOFTWAY,asy_out,any23,1,3,0,3
2022-05-01 00:00:00,264346,br-gru,SOFTWAY,asy_out,asy23,1,3,0,3
2022-05-01 00:00:00,264346,br-gru,SOFTWAY,sym,any24,1,3,0,3
2022-05-01 00:00:00,264346,br-gru,SOFTWAY,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264351,br-gru,WUZU,sym,any23,1,1,0,1
2022-05-01 00:00:00,264351,br-gru,WUZU,sym,any24,1,1,0,1
2022-05-01 00:00:00,264351,br-gru,WUZU,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264351,br-gru,WUZU,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264359,br-gru,Start1,sym,any23,1,7,0,7
2022-05-01 00:00:00,264359,br-gru,Start1,sym,any24,1,7,0,7
2022-05-01 00:00:00,264359,br-gru,Start1,sym,asy23,1,7,0,7
2022-05-01 00:00:00,264359,br-gru,Start1,sym,asy24,1,7,0,7
2022-05-01 00:00:00,264360,br-gru,TASS_TELECOM,sym,any23,1,1,0,1
2022-05-01 00:00:00,264360,br-gru,TASS_TELECOM,sym,any24,1,1,0,1
2022-05-01 00:00:00,264360,br-gru,TASS_TELECOM,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264360,br-gru,TASS_TELECOM,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264367,br-gru,Cybernet,sym,any23,1,4,0,4
2022-05-01 00:00:00,264367,br-gru,Cybernet,sym,any24,1,4,0,4
2022-05-01 00:00:00,264367,br-gru,Cybernet,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264367,br-gru,Cybernet,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264381,br-gru,RAIDNET,sym,any23,1,3,0,3
2022-05-01 00:00:00,264381,br-gru,RAIDNET,sym,any24,1,3,0,3
2022-05-01 00:00:00,264381,br-gru,RAIDNET,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264381,br-gru,RAIDNET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264389,br-gru,CONECT_FERRAZ,sym,any23,1,2,0,2
2022-05-01 00:00:00,264389,br-gru,CONECT_FERRAZ,sym,any24,1,2,0,2
2022-05-01 00:00:00,264389,br-gru,CONECT_FERRAZ,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264389,br-gru,CONECT_FERRAZ,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264393,br-gru,NetBrasil,sym,any23,1,3,0,3
2022-05-01 00:00:00,264393,br-gru,NetBrasil,sym,any24,1,3,0,3
2022-05-01 00:00:00,264393,br-gru,NetBrasil,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264393,br-gru,NetBrasil,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264396,br-gru,KEPLER,sym,any23,1,1,0,1
2022-05-01 00:00:00,264396,br-gru,KEPLER,sym,any24,1,1,0,1
2022-05-01 00:00:00,264396,br-gru,KEPLER,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264396,br-gru,KEPLER,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264397,br-gru,GLOBAL_TELECOM_INFORMATICA,sym,any23,1,5,0,5
2022-05-01 00:00:00,264397,br-gru,GLOBAL_TELECOM_INFORMATICA,sym,any24,1,5,0,5
2022-05-01 00:00:00,264397,br-gru,GLOBAL_TELECOM_INFORMATICA,sym,asy23,1,5,0,5
2022-05-01 00:00:00,264397,br-gru,GLOBAL_TELECOM_INFORMATICA,sym,asy24,1,5,0,5
2022-05-01 00:00:00,264409,br-gru,YAX,Somente Descartes,any23,1,1,1,0
2022-05-01 00:00:00,264409,br-gru,YAX,Somente Descartes,any24,1,1,1,0
2022-05-01 00:00:00,264409,br-gru,YAX,Somente Descartes,asy23,1,1,1,0
2022-05-01 00:00:00,264409,br-gru,YAX,Somente Descartes,asy24,1,1,1,0
2022-05-01 00:00:00,264415,br-gru,Maxis_Telecom,Híbrido,any23,1,2,0,2
2022-05-01 00:00:00,264415,br-gru,Maxis_Telecom,Híbrido,any24,1,2,0,2
2022-05-01 00:00:00,264415,br-gru,Maxis_Telecom,Híbrido,asy23,1,2,0,2
2022-05-01 00:00:00,264415,br-gru,Maxis_Telecom,Híbrido,asy24,1,2,0,2
2022-05-01 00:00:00,264417,br-gru,MegaLink,sym,any23,1,3,0,3
2022-05-01 00:00:00,264417,br-gru,MegaLink,sym,any24,1,3,0,3
2022-05-01 00:00:00,264417,br-gru,MegaLink,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264417,br-gru,MegaLink,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264424,br-gru,Enormity-v4,sym,any23,1,1,0,1
2022-05-01 00:00:00,264424,br-gru,Enormity-v4,sym,any24,1,1,0,1
2022-05-01 00:00:00,264424,br-gru,Enormity-v4,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264424,br-gru,Enormity-v4,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264425,br-gru,VASTELECOM,sym,any23,1,4,0,4
2022-05-01 00:00:00,264425,br-gru,VASTELECOM,sym,any24,1,4,0,4
2022-05-01 00:00:00,264425,br-gru,VASTELECOM,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264425,br-gru,VASTELECOM,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264426,br-gru,InterCanal,sym,any23,1,13,0,13
2022-05-01 00:00:00,264426,br-gru,InterCanal,sym,any24,1,13,0,13
2022-05-01 00:00:00,264426,br-gru,InterCanal,sym,asy23,1,13,0,13
2022-05-01 00:00:00,264426,br-gru,InterCanal,sym,asy24,1,13,0,13
2022-05-01 00:00:00,264428,br-gru,GTec_Net,sym,any23,1,3,0,3
2022-05-01 00:00:00,264428,br-gru,GTec_Net,sym,any24,1,3,0,3
2022-05-01 00:00:00,264428,br-gru,GTec_Net,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264428,br-gru,GTec_Net,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264430,br-gru,RESERV_NET,sym,any23,1,3,0,3
2022-05-01 00:00:00,264430,br-gru,RESERV_NET,sym,any24,1,3,0,3
2022-05-01 00:00:00,264430,br-gru,RESERV_NET,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264430,br-gru,RESERV_NET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264435,br-poa,Fullconect,sym,any23,1,3,0,3
2022-05-01 00:00:00,264435,br-poa,Fullconect,sym,any24,1,3,0,3
2022-05-01 00:00:00,264435,br-poa,Fullconect,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264435,br-poa,Fullconect,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264440,br-gru,POINT_TELECOM,sym,any23,1,10,0,10
2022-05-01 00:00:00,264440,br-gru,POINT_TELECOM,sym,any24,1,10,0,10
2022-05-01 00:00:00,264440,br-gru,POINT_TELECOM,sym,asy23,1,10,0,10
2022-05-01 00:00:00,264440,br-gru,POINT_TELECOM,sym,asy24,1,10,0,10
2022-05-01 00:00:00,264450,br-gru,CPGNET,sym,any23,1,4,0,4
2022-05-01 00:00:00,264450,br-gru,CPGNET,sym,any24,1,4,0,4
2022-05-01 00:00:00,264450,br-gru,CPGNET,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264450,br-gru,CPGNET,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264453,br-gru,MNET_INTERNET,sym,any23,1,3,0,3
2022-05-01 00:00:00,264453,br-gru,MNET_INTERNET,sym,any24,1,3,0,3
2022-05-01 00:00:00,264453,br-gru,MNET_INTERNET,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264453,br-gru,MNET_INTERNET,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264455,br-gru,Star_Man_Net,sym,any23,1,3,0,3
2022-05-01 00:00:00,264455,br-gru,Star_Man_Net,sym,any24,1,3,0,3
2022-05-01 00:00:00,264455,br-gru,Star_Man_Net,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264455,br-gru,Star_Man_Net,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264457,br-gru,OXI,sym,any23,1,2,0,2
2022-05-01 00:00:00,264457,br-gru,OXI,sym,any24,1,2,0,2
2022-05-01 00:00:00,264457,br-gru,OXI,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264457,br-gru,OXI,sym,asy24,1,2,0,2
2022-05-01 00:00:00,26446,us-sea,"",Sem Redes na Amostra,any23,1,,,
2022-05-01 00:00:00,26446,us-sea,"",Sem Redes na Amostra,any24,1,,,
2022-05-01 00:00:00,26446,us-sea,"",Sem Redes na Amostra,asy23,1,,,
2022-05-01 00:00:00,26446,us-sea,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,264460,br-gru,VIPNET_SOLUTIONS,sym,any23,1,3,0,3
2022-05-01 00:00:00,264460,br-gru,VIPNET_SOLUTIONS,sym,any24,1,3,0,3
2022-05-01 00:00:00,264460,br-gru,VIPNET_SOLUTIONS,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264460,br-gru,VIPNET_SOLUTIONS,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264461,br-gru,INFORMAC,sym,any23,1,1,0,1
2022-05-01 00:00:00,264461,br-gru,INFORMAC,sym,any24,1,1,0,1
2022-05-01 00:00:00,264461,br-gru,INFORMAC,sym,asy23,1,1,0,1
2022-05-01 00:00:00,264461,br-gru,INFORMAC,sym,asy24,1,1,0,1
2022-05-01 00:00:00,264462,br-gru,"",Sem Redes na Amostra,any23,1,,,
2022-05-01 00:00:00,264462,br-gru,"",Sem Redes na Amostra,any24,1,,,
2022-05-01 00:00:00,264462,br-gru,"",Sem Redes na Amostra,asy23,1,,,
2022-05-01 00:00:00,264462,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,264479,br-gru,Turbozone_s1,sym,any23,1,3,0,3
2022-05-01 00:00:00,264479,br-gru,Turbozone_s1,sym,any24,1,3,0,3
2022-05-01 00:00:00,264479,br-gru,Turbozone_s1,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264479,br-gru,Turbozone_s1,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264490,br-poa,ANDRA TELECOM,sym,any23,1,3,0,3
2022-05-01 00:00:00,264490,br-poa,ANDRA TELECOM,sym,any24,1,3,0,3
2022-05-01 00:00:00,264490,br-poa,ANDRA TELECOM,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264490,br-poa,ANDRA TELECOM,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264490,br-gru,ANDRA_TELECOM,sym,any23,1,3,0,3
2022-05-01 00:00:00,264490,br-gru,ANDRA_TELECOM,sym,any24,1,3,0,3
2022-05-01 00:00:00,264490,br-gru,ANDRA_TELECOM,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264490,br-gru,ANDRA_TELECOM,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264491,br-gru,SONIK,sym,any23,1,5,0,5
2022-05-01 00:00:00,264491,br-gru,SONIK,sym,any24,1,5,0,5
2022-05-01 00:00:00,264491,br-gru,SONIK,sym,asy23,1,5,0,5
2022-05-01 00:00:00,264491,br-gru,SONIK,sym,asy24,1,5,0,5
2022-05-01 00:00:00,264492,br-gru,"",Sem Redes na Amostra,any23,1,,,
2022-05-01 00:00:00,264492,br-gru,"",Sem Redes na Amostra,any24,1,,,
2022-05-01 00:00:00,264492,br-gru,"",Sem Redes na Amostra,asy23,1,,,
2022-05-01 00:00:00,264492,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,264496,br-gru,Fibralink,sym,any23,1,3,0,3
2022-05-01 00:00:00,264496,br-gru,Fibralink,sym,any24,1,3,0,3
2022-05-01 00:00:00,264496,br-gru,Fibralink,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264496,br-gru,Fibralink,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264497,br-gru,Mais_Net,sym,any23,1,2,0,2
2022-05-01 00:00:00,264497,br-gru,Mais_Net,sym,any24,1,2,0,2
2022-05-01 00:00:00,264497,br-gru,Mais_Net,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264497,br-gru,Mais_Net,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264500,br-gru,"",Sem Redes na Amostra,any23,1,,,
2022-05-01 00:00:00,264500,br-gru,"",Sem Redes na Amostra,any24,1,,,
2022-05-01 00:00:00,264500,br-gru,"",Sem Redes na Amostra,asy23,1,,,
2022-05-01 00:00:00,264500,br-gru,"",Sem Redes na Amostra,asy24,1,,,
2022-05-01 00:00:00,264502,br-gru,ZNET,sym,any23,1,6,0,6
2022-05-01 00:00:00,264502,br-gru,ZNET,sym,any24,1,6,0,6
2022-05-01 00:00:00,264502,br-gru,ZNET,sym,asy23,1,6,0,6
2022-05-01 00:00:00,264502,br-gru,ZNET,sym,asy24,1,6,0,6
2022-05-01 00:00:00,264512,br-gru,GIGABYTE_NETWORK,sym,any23,1,2,0,2
2022-05-01 00:00:00,264512,br-gru,GIGABYTE_NETWORK,sym,any24,1,2,0,2
2022-05-01 00:00:00,264512,br-gru,GIGABYTE_NETWORK,sym,asy23,1,2,0,2
2022-05-01 00:00:00,264512,br-gru,GIGABYTE_NETWORK,sym,asy24,1,2,0,2
2022-05-01 00:00:00,264517,br-gru,NETWORK_FIBRA,sym,any23,1,3,0,3
2022-05-01 00:00:00,264517,br-gru,NETWORK_FIBRA,sym,any24,1,3,0,3
2022-05-01 00:00:00,264517,br-gru,NETWORK_FIBRA,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264517,br-gru,NETWORK_FIBRA,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264519,br-gru,Blue_Telecom,sym,any23,1,3,0,3
2022-05-01 00:00:00,264519,br-gru,Blue_Telecom,sym,any24,1,3,0,3
2022-05-01 00:00:00,264519,br-gru,Blue_Telecom,sym,asy23,1,3,0,3
2022-05-01 00:00:00,264519,br-gru,Blue_Telecom,sym,asy24,1,3,0,3
2022-05-01 00:00:00,264525,br-gru,Coelho_Tecnologia,sym,any23,1,4,0,4
2022-05-01 00:00:00,264525,br-gru,Coelho_Tecnologia,sym,any24,1,4,0,4
2022-05-01 00:00:00,264525,br-gru,Coelho_Tecnologia,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264525,br-gru,Coelho_Tecnologia,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264528,br-gru,Kasatech,sym,any23,1,4,0,4
2022-05-01 00:00:00,264528,br-gru,Kasatech,sym,any24,1,4,0,4
2022-05-01 00:00:00,264528,br-gru,Kasatech,sym,asy23,1,4,0,4
2022-05-01 00:00:00,264528,br-gru,Kasatech,sym,asy24,1,4,0,4
2022-05-01 00:00:00,264543,br-gru,Mega_Conexao,sym,any23,1,5,0,5
2022-05-01 00:00:00,264543,br-gru,Mega_Conexao,sym,any24,1,5,0,5
2022-05-01 00:00:00,264543,br-gru,Mega_Conexao,sym,asy23,1,5,0,5
2022-05-01 00:00:00,264543,br-gru,Mega_Conexao,sym,asy24,1,5,0,5
